,type,年,月/日,縣市,地區
8788,機車竊盜,108,0114,桃園市,
8789,機車竊盜,108,0114,新北市,
8790,機車竊盜,108,0114,新北市,樹林區
8791,機車竊盜,108,0114,台北市,
8792,機車竊盜,108,0114,桃園市,桃園區
8793,機車竊盜,108,0114,台南市,
8794,機車竊盜,108,0114,新竹市,東區
8795,機車竊盜,108,0114,彰化縣,
8796,機車竊盜,108,0114,桃園市,
8797,機車竊盜,108,0114,新北市,
8798,機車竊盜,108,0114,南投縣,
8799,機車竊盜,108,0114,新北市,
8800,機車竊盜,108,0114,台南市,
8801,機車竊盜,108,0114,桃園市,
8802,機車竊盜,108,0114,桃園市,
8803,機車竊盜,108,0114,彰化縣,芬園鄉
8804,機車竊盜,108,0114,台中市,
8805,機車竊盜,108,0114,桃園市,
8806,機車竊盜,108,0114,桃園市,桃園區
8807,機車竊盜,108,0114,台北市,
8808,機車竊盜,108,0114,桃園市,楊梅區
8809,機車竊盜,108,0114,高雄市,楠梓區
8810,機車竊盜,108,0114,新北市,板橋區
8811,機車竊盜,108,0114,桃園市,
8812,機車竊盜,108,0115,南投縣,
8813,機車竊盜,108,0115,桃園市,八德區
8814,機車竊盜,108,0115,桃園市,桃園區
8815,機車竊盜,108,0115,彰化縣,溪州鄉
8816,機車竊盜,108,0115,南投縣,草屯鎮
8817,機車竊盜,108,0115,台中市,梧棲區
8818,機車竊盜,108,0115,屏東縣,
8819,機車竊盜,108,0115,新竹市,
8820,機車竊盜,108,0115,台北市,
8821,機車竊盜,108,0115,嘉義市,西區
8822,機車竊盜,108,0115,台中市,沙鹿區
8823,機車竊盜,108,0115,南投縣,草屯鎮
8824,機車竊盜,108,0116,桃園市,
8825,機車竊盜,108,0116,新竹市,東區
8826,機車竊盜,108,0116,台中市,
8827,機車竊盜,108,0116,台中市,西區
8828,機車竊盜,108,0116,新竹縣,
8829,機車竊盜,108,0116,新北市,土城區
8830,機車竊盜,108,0116,台北市,萬華區
8831,機車竊盜,108,0116,新北市,中和區
8832,機車竊盜,108,0116,桃園市,楊梅區
8833,機車竊盜,108,0116,台南市,
8834,機車竊盜,108,0116,高雄市,
8835,機車竊盜,108,0116,新北市,三峽區
8836,機車竊盜,108,0116,南投縣,草屯鎮
8837,機車竊盜,108,0116,台北市,
8838,機車竊盜,108,0116,台南市,
8839,機車竊盜,108,0116,台中市,豐原區
8840,機車竊盜,108,0116,新北市,
8841,機車竊盜,108,0117,新北市,淡水區
8842,機車竊盜,108,0117,新北市,
8843,機車竊盜,108,0117,雲林縣,
8844,機車竊盜,108,0117,台北市,北投區
8845,機車竊盜,108,0117,新北市,
8846,機車竊盜,108,0117,新北市,新莊區
8847,機車竊盜,108,0117,桃園市,
8848,機車竊盜,108,0117,桃園市,平鎮區
8849,機車竊盜,108,0117,南投縣,
8850,機車竊盜,108,0117,高雄市,
8851,機車竊盜,108,0117,高雄市,
8852,機車竊盜,108,0117,台南市,
8853,機車竊盜,108,0117,新北市,
8854,機車竊盜,108,0117,台中市,
8855,機車竊盜,108,0118,彰化縣,彰化市
8856,機車竊盜,108,0118,嘉義市,西區
8857,機車竊盜,108,0118,屏東縣,
8858,機車竊盜,108,0118,桃園市,
8859,機車竊盜,108,0118,桃園市,
8860,機車竊盜,108,0118,新北市,樹林區
8861,機車竊盜,108,0118,屏東縣,
8862,機車竊盜,108,0118,桃園市,
8863,機車竊盜,108,0118,新竹縣,竹北市
8864,機車竊盜,108,0118,高雄市,
8865,機車竊盜,108,0118,宜蘭縣,
8866,機車竊盜,108,0118,台中市,
8867,機車竊盜,108,0118,台北市,
8868,機車竊盜,108,0118,新竹市,北區
8869,機車竊盜,108,0118,台中市,大里區
8870,機車竊盜,108,0118,桃園市,
8871,機車竊盜,108,0118,台北市,北投區
8872,機車竊盜,108,0118,高雄市,
8873,機車竊盜,108,0118,嘉義市,東區
8874,機車竊盜,108,0118,高雄市,
8875,機車竊盜,108,0118,南投縣,
8876,機車竊盜,108,0119,台中市,西屯區
8877,機車竊盜,108,0119,高雄市,
8878,機車竊盜,108,0119,新北市,泰山區
8879,機車竊盜,108,0119,台中市,
8880,機車竊盜,108,0119,南投縣,
8881,機車竊盜,108,0119,新竹市,東區
8882,機車竊盜,108,0119,新北市,
8883,機車竊盜,108,0119,桃園市,中壢區
8884,機車竊盜,108,0119,新北市,土城區
8885,機車竊盜,108,0119,新竹市,
8886,機車竊盜,108,0119,新北市,土城區
8887,機車竊盜,108,0119,桃園市,
8888,機車竊盜,108,0119,新北市,土城區
8889,機車竊盜,108,0119,台南市,
8890,機車竊盜,108,0119,花蓮縣,
8891,機車竊盜,108,0119,新竹市,
8892,機車竊盜,108,0119,桃園市,
8893,機車竊盜,108,0120,新竹縣,
8894,機車竊盜,108,0120,新北市,
8895,機車竊盜,108,0120,台中市,
8896,機車竊盜,108,0120,台北市,南港區
8897,機車竊盜,108,0120,雲林縣,
8898,機車竊盜,108,0120,台北市,
8899,機車竊盜,108,0120,桃園市,
8900,機車竊盜,108,0120,高雄市,
8901,機車竊盜,108,0120,台南市,
8902,機車竊盜,108,0120,新北市,五股區
8903,機車竊盜,108,0120,新北市,鶯歌區
8904,機車竊盜,108,0120,新北市,
8905,機車竊盜,108,0120,新北市,樹林區
8906,機車竊盜,108,0120,新北市,
8907,機車竊盜,108,0120,台北市,信義區
8908,機車竊盜,108,0120,台北市,
8909,機車竊盜,108,0120,桃園市,
8910,機車竊盜,108,0121,新北市,
8911,機車竊盜,108,0121,新北市,汐止區
8912,機車竊盜,108,0121,桃園市,
8913,機車竊盜,108,0121,新北市,
8914,機車竊盜,108,0121,新北市,
8915,機車竊盜,108,0121,新北市,樹林區
8916,機車竊盜,108,0121,新北市,
8917,機車竊盜,108,0121,新竹縣,
8918,機車竊盜,108,0121,桃園市,
8919,機車竊盜,108,0121,桃園市,
8920,機車竊盜,108,0121,高雄市,大寮區
8921,機車竊盜,108,0121,高雄市,
8922,機車竊盜,108,0121,高雄市,
8923,機車竊盜,108,0121,台南市,
8924,機車竊盜,108,0122,高雄市,
8925,機車竊盜,108,0122,新北市,三重區
8926,機車竊盜,108,0122,台北市,
8927,機車竊盜,108,0122,桃園市,
8928,機車竊盜,108,0122,台中市,西屯區
8929,機車竊盜,108,0122,桃園市,
8930,機車竊盜,108,0122,彰化縣,
8931,機車竊盜,108,0122,台中市,
8932,機車竊盜,108,0122,台中市,東區
8933,機車竊盜,108,0122,新北市,樹林區
8934,機車竊盜,108,0122,新竹縣,
8935,機車竊盜,108,0122,高雄市,
8936,機車竊盜,108,0122,桃園市,中壢區
8937,機車竊盜,108,0122,高雄市,
8938,機車竊盜,108,0123,苗栗縣,卓蘭鎮
8939,機車竊盜,108,0123,桃園市,
8940,機車竊盜,108,0123,桃園市,
8941,機車竊盜,108,0123,雲林縣,元長鄉
8942,機車竊盜,108,0123,新北市,
8943,機車竊盜,108,0123,彰化縣,北斗鎮
8944,機車竊盜,108,0123,彰化縣,
8945,機車竊盜,108,0123,新北市,
8946,機車竊盜,108,0124,新北市,汐止區
8947,機車竊盜,108,0124,雲林縣,褒忠鄉
8948,機車竊盜,108,0124,桃園市,
8949,機車竊盜,108,0124,高雄市,楠梓區
8950,機車竊盜,108,0124,台中市,和平區
8951,機車竊盜,108,0124,嘉義市,
8952,機車竊盜,108,0124,台南市,東區
8953,機車竊盜,108,0124,新竹縣,
8954,機車竊盜,108,0124,新北市,中和區
8955,機車竊盜,108,0124,新北市,
8956,機車竊盜,108,0124,台南市,
8957,機車竊盜,108,0124,苗栗縣,苑裡鎮
8958,機車竊盜,108,0124,桃園市,
8959,機車竊盜,108,0124,桃園市,
8960,機車竊盜,108,0124,新北市,新莊區
8961,機車竊盜,108,0124,台南市,
8962,機車竊盜,108,0124,桃園市,
8963,機車竊盜,108,0124,新北市,板橋區
8964,機車竊盜,108,0124,雲林縣,
8965,機車竊盜,108,0125,桃園市,
8966,機車竊盜,108,0125,桃園市,平鎮區
8967,機車竊盜,108,0125,新北市,土城區
8968,機車竊盜,108,0125,台北市,
8969,機車竊盜,108,0125,桃園市,
8970,機車竊盜,108,0125,台中市,
8971,機車竊盜,108,0125,台中市,沙鹿區
8972,機車竊盜,108,0125,桃園市,
8973,機車竊盜,108,0125,台北市,萬華區
8974,機車竊盜,108,0125,高雄市,
8975,機車竊盜,108,0125,桃園市,
8976,機車竊盜,108,0125,新竹縣,
8977,機車竊盜,108,0125,花蓮縣,
8978,機車竊盜,108,0125,新北市,
8979,機車竊盜,108,0125,屏東縣,屏東市
8980,機車竊盜,108,0125,高雄市,大寮區
8981,機車竊盜,108,0125,新北市,
8982,機車竊盜,108,0125,新北市,林口區
8983,機車竊盜,108,0125,新北市,瑞芳區
8984,機車竊盜,108,0125,花蓮縣,
8985,機車竊盜,108,0125,高雄市,
8986,機車竊盜,108,0125,台中市,南區
8987,機車竊盜,108,0126,彰化縣,溪州鄉
8988,機車竊盜,108,0126,新北市,
8989,機車竊盜,108,0126,新北市,五股區
8990,機車竊盜,108,0126,新竹縣,
8991,機車竊盜,108,0126,南投縣,草屯鎮
8992,機車竊盜,108,0126,彰化縣,北斗鎮
8993,機車竊盜,108,0126,新北市,
8994,機車竊盜,108,0126,桃園市,
8995,機車竊盜,108,0126,桃園市,八德區
8996,機車竊盜,108,0126,新北市,板橋區
8997,機車竊盜,108,0126,新北市,中和區
8998,機車竊盜,108,0126,雲林縣,
8999,機車竊盜,108,0126,新北市,中和區
9000,機車竊盜,108,0126,高雄市,大寮區
9001,機車竊盜,108,0126,台中市,南屯區
9002,機車竊盜,108,0126,桃園市,
9003,機車竊盜,108,0126,屏東縣,
9004,機車竊盜,108,0126,新北市,中和區
9005,機車竊盜,108,0126,新北市,
9006,機車竊盜,108,0127,高雄市,小港區
9007,機車竊盜,108,0127,桃園市,
9008,機車竊盜,108,0127,桃園市,
9009,機車竊盜,108,0127,新北市,
9010,機車竊盜,108,0127,嘉義市,東區
9011,機車竊盜,108,0127,桃園市,
9012,機車竊盜,108,0127,台北市,
9013,機車竊盜,108,0127,屏東縣,
9014,機車竊盜,108,0127,新北市,
9015,機車竊盜,108,0127,台北市,大同區
9016,機車竊盜,108,0127,台中市,西區
9017,機車竊盜,108,0127,新竹市,
9018,機車竊盜,108,0127,台中市,南區
9019,機車竊盜,108,0128,桃園市,
9020,機車竊盜,108,0128,新竹市,
9021,機車竊盜,108,0128,桃園市,中壢區
9022,機車竊盜,108,0128,桃園市,
9023,機車竊盜,108,0128,桃園市,
9024,機車竊盜,108,0128,南投縣,水里鄉
9025,機車竊盜,108,0128,台中市,
9026,機車竊盜,108,0128,台中市,
9027,機車竊盜,108,0128,桃園市,
9028,機車竊盜,108,0128,新北市,中和區
9029,機車竊盜,108,0128,桃園市,
9030,機車竊盜,108,0128,雲林縣,土庫鎮
9031,機車竊盜,108,0128,彰化縣,花壇鄉
9032,機車竊盜,108,0128,新北市,
9033,機車竊盜,108,0128,屏東縣,
9034,機車竊盜,108,0128,台中市,
9035,機車竊盜,108,0128,新北市,汐止區
9036,機車竊盜,108,0128,台南市,
9037,機車竊盜,108,0129,屏東縣,枋寮鄉
9038,機車竊盜,108,0129,桃園市,
9039,機車竊盜,108,0129,桃園市,
9040,機車竊盜,108,0129,台中市,
9041,機車竊盜,108,0129,台北市,松山區
9042,機車竊盜,108,0129,新竹縣,新埔鎮
9043,機車竊盜,108,0129,桃園市,
9044,機車竊盜,108,0129,新北市,五股區
9045,機車竊盜,108,0129,桃園市,
9046,機車竊盜,108,0129,新北市,新莊區
9047,機車竊盜,108,0129,新北市,土城區
9048,機車竊盜,108,0129,南投縣,
9049,機車竊盜,108,0129,新北市,中和區
9050,機車竊盜,108,0129,桃園市,
9051,機車竊盜,108,0129,台中市,東區
9052,機車竊盜,108,0129,新北市,
9053,機車竊盜,108,0129,新北市,土城區
9054,機車竊盜,108,0130,台南市,東山區
9055,機車竊盜,108,0130,新北市,新莊區
9056,機車竊盜,108,0130,台南市,
9057,機車竊盜,108,0130,雲林縣,
9058,機車竊盜,108,0130,新北市,
9059,機車竊盜,108,0130,新北市,
9060,機車竊盜,108,0130,新竹縣,
9061,機車竊盜,108,0130,新北市,樹林區
9062,機車竊盜,108,0130,新北市,
9063,機車竊盜,108,0130,新北市,樹林區
9064,機車竊盜,108,0130,新北市,
9065,機車竊盜,108,0130,台中市,后里區
9066,機車竊盜,108,0130,台南市,
9067,機車竊盜,108,0130,新北市,樹林區
9068,機車竊盜,108,0130,新北市,
9069,機車竊盜,108,0130,新北市,
9070,機車竊盜,108,0131,台中市,西區
9071,機車竊盜,108,0131,桃園市,楊梅區
9072,機車竊盜,108,0131,台南市,安平區
9073,機車竊盜,108,0131,高雄市,
9074,機車竊盜,108,0131,桃園市,
9075,機車竊盜,108,0131,桃園市,
9076,機車竊盜,108,0131,台中市,
9077,機車竊盜,108,0131,高雄市,
9078,機車竊盜,108,0131,桃園市,
9079,機車竊盜,108,0131,桃園市,
9080,機車竊盜,108,0131,新竹市,
9081,機車竊盜,108,0131,桃園市,
9082,機車竊盜,108,0131,雲林縣,
9083,機車竊盜,108,0131,新竹市,
9084,機車竊盜,108,0131,桃園市,八德區
9085,機車竊盜,108,0131,台南市,新營區
9086,機車竊盜,108,0131,新北市,永和區
9087,機車竊盜,108,0131,桃園市,大溪區
9088,機車竊盜,108,0131,桃園市,
9089,機車竊盜,108,0131,屏東縣,
9090,機車竊盜,108,0201,南投縣,
9091,機車竊盜,108,0201,雲林縣,
9092,機車竊盜,108,0201,桃園市,桃園區
9093,機車竊盜,108,0201,花蓮縣,花蓮市
9094,機車竊盜,108,0201,高雄市,
9095,機車竊盜,108,0201,新竹市,
9096,機車竊盜,108,0201,台南市,安南區
9097,機車竊盜,108,0201,桃園市,
9098,機車竊盜,108,0201,桃園市,
9099,機車竊盜,108,0201,台南市,
9100,機車竊盜,108,0201,高雄市,新興區
9101,機車竊盜,108,0201,新北市,
9102,機車竊盜,108,0201,新北市,
9103,機車竊盜,108,0201,高雄市,
9104,機車竊盜,108,0201,桃園市,
9105,機車竊盜,108,0201,台中市,
9106,機車竊盜,108,0201,新北市,新莊區
9107,機車竊盜,108,0201,雲林縣,
9108,機車竊盜,108,0202,新北市,土城區
9109,機車竊盜,108,0202,彰化縣,
9110,機車竊盜,108,0202,基隆市,
9111,機車竊盜,108,0202,高雄市,
9112,機車竊盜,108,0202,桃園市,楊梅區
9113,機車竊盜,108,0202,高雄市,
9114,機車竊盜,108,0202,雲林縣,
9115,機車竊盜,108,0202,新北市,中和區
9116,機車竊盜,108,0202,新北市,
9117,機車竊盜,108,0202,新北市,
9118,機車竊盜,108,0202,新北市,
9119,機車竊盜,108,0202,新北市,新莊區
9120,機車竊盜,108,0202,台南市,
9121,機車竊盜,108,0202,新北市,板橋區
9122,機車竊盜,108,0202,南投縣,
9123,機車竊盜,108,0202,新北市,
9124,機車竊盜,108,0202,台北市,萬華區
9125,機車竊盜,108,0202,新竹市,
9126,機車竊盜,108,0203,高雄市,
9127,機車竊盜,108,0203,台南市,
9128,機車竊盜,108,0203,新北市,新莊區
9129,機車竊盜,108,0203,南投縣,
9130,機車竊盜,108,0203,新北市,五股區
9131,機車竊盜,108,0203,彰化縣,
9132,機車竊盜,108,0203,桃園市,
9133,機車竊盜,108,0203,桃園市,
9134,機車竊盜,108,0203,雲林縣,四湖鄉
9135,機車竊盜,108,0203,雲林縣,斗六市
9136,機車竊盜,108,0203,高雄市,新興區
9137,機車竊盜,108,0203,高雄市,
9138,機車竊盜,108,0203,屏東縣,
9139,機車竊盜,108,0203,桃園市,
9140,機車竊盜,108,0203,新北市,三重區
9141,機車竊盜,108,0203,新北市,
9142,機車竊盜,108,0204,桃園市,
9143,機車竊盜,108,0204,台北市,
9144,機車竊盜,108,0204,高雄市,
9145,機車竊盜,108,0204,高雄市,
9146,機車竊盜,108,0204,新北市,蘆洲區
9147,機車竊盜,108,0204,南投縣,
9148,機車竊盜,108,0204,新北市,
9149,機車竊盜,108,0204,台中市,太平區
9150,機車竊盜,108,0204,桃園市,觀音區
9151,機車竊盜,108,0204,苗栗縣,
9152,機車竊盜,108,0204,新竹市,北區
9153,機車竊盜,108,0204,屏東縣,
9154,機車竊盜,108,0204,高雄市,
9155,機車竊盜,108,0204,南投縣,信義鄉
9156,機車竊盜,108,0204,新北市,板橋區
9157,機車竊盜,108,0204,高雄市,
9158,機車竊盜,108,0204,台北市,萬華區
9159,機車竊盜,108,0204,雲林縣,
9160,機車竊盜,108,0205,基隆市,
9161,機車竊盜,108,0205,屏東縣,
9162,機車竊盜,108,0205,桃園市,
9163,機車竊盜,108,0205,台南市,仁德區
9164,機車竊盜,108,0205,花蓮縣,
9165,機車竊盜,108,0205,新北市,新莊區
9166,機車竊盜,108,0205,基隆市,仁愛區
9167,機車竊盜,108,0205,台南市,新營區
9168,機車竊盜,108,0206,高雄市,楠梓區
9169,機車竊盜,108,0206,新北市,新店區
9170,機車竊盜,108,0206,新北市,
9171,機車竊盜,108,0206,新北市,三重區
9172,機車竊盜,108,0206,屏東縣,麟洛鄉
9173,機車竊盜,108,0206,新北市,三重區
9174,機車竊盜,108,0206,台中市,潭子區
9175,機車竊盜,108,0206,台中市,
9176,機車竊盜,108,0206,高雄市,
9177,機車竊盜,108,0206,新北市,三重區
9178,機車竊盜,108,0206,高雄市,
9179,機車竊盜,108,0206,台北市,
9180,機車竊盜,108,0206,台中市,豐原區
9181,機車竊盜,108,0206,新竹縣,湖口鄉
9182,機車竊盜,108,0206,台南市,歸仁區
9183,機車竊盜,108,0206,新北市,新店區
9184,機車竊盜,108,0207,桃園市,
9185,機車竊盜,108,0207,新北市,淡水區
9186,機車竊盜,108,0207,台中市,
9187,機車竊盜,108,0207,台中市,
9188,機車竊盜,108,0207,台中市,
9189,機車竊盜,108,0207,桃園市,八德區
9190,機車竊盜,108,0207,新北市,
9191,機車竊盜,108,0207,新北市,
9192,機車竊盜,108,0207,高雄市,大寮區
9193,機車竊盜,108,0207,桃園市,
9194,機車竊盜,108,0207,台北市,
9195,機車竊盜,108,0207,花蓮縣,
9196,機車竊盜,108,0207,桃園市,中壢區
9197,機車竊盜,108,0207,台南市,
9198,機車竊盜,108,0207,高雄市,
9199,機車竊盜,108,0207,桃園市,桃園區
9200,機車竊盜,108,0207,宜蘭縣,礁溪鄉
9201,機車竊盜,108,0208,新竹縣,
9202,機車竊盜,108,0208,台南市,
9203,機車竊盜,108,0208,台中市,
9204,機車竊盜,108,0208,桃園市,
9205,機車竊盜,108,0208,台北市,
9206,機車竊盜,108,0208,桃園市,八德區
9207,機車竊盜,108,0208,桃園市,中壢區
9208,機車竊盜,108,0208,嘉義縣,
9209,機車竊盜,108,0208,桃園市,
9210,機車竊盜,108,0208,台中市,
9211,機車竊盜,108,0208,台南市,
9212,機車竊盜,108,0208,台南市,中西區
9213,機車竊盜,108,0208,桃園市,
9214,機車竊盜,108,0208,桃園市,桃園區
9215,機車竊盜,108,0208,新北市,
9216,機車竊盜,108,0208,新北市,
9217,機車竊盜,108,0208,桃園市,平鎮區
9218,機車竊盜,108,0208,苗栗縣,
9219,機車竊盜,108,0209,高雄市,大寮區
9220,機車竊盜,108,0209,新竹縣,
9221,機車竊盜,108,0209,高雄市,
9222,機車竊盜,108,0209,台中市,北屯區
9223,機車竊盜,108,0209,新北市,新莊區
9224,機車竊盜,108,0209,台南市,
9225,機車竊盜,108,0209,桃園市,
9226,機車竊盜,108,0209,高雄市,鼓山區
9227,機車竊盜,108,0209,桃園市,
9228,機車竊盜,108,0209,高雄市,前鎮區
9229,機車竊盜,108,0209,桃園市,
9230,機車竊盜,108,0209,高雄市,
9231,機車竊盜,108,0209,高雄市,
9232,機車竊盜,108,0209,高雄市,
9233,機車竊盜,108,0209,屏東縣,
9234,機車竊盜,108,0209,新北市,
9235,機車竊盜,108,0209,苗栗縣,
9236,機車竊盜,108,0209,新北市,板橋區
9237,機車竊盜,108,0209,台北市,
9238,機車竊盜,108,0209,台中市,
9239,機車竊盜,108,0209,新竹市,
9240,機車竊盜,108,0209,新北市,三峽區
9241,機車竊盜,108,0209,宜蘭縣,
9242,機車竊盜,108,0210,桃園市,
9243,機車竊盜,108,0210,桃園市,
9244,機車竊盜,108,0210,台南市,東區
9245,機車竊盜,108,0210,台中市,
9246,機車竊盜,108,0210,新北市,
9247,機車竊盜,108,0210,屏東縣,
9248,機車竊盜,108,0210,台中市,南屯區
9249,機車竊盜,108,0210,桃園市,
9250,機車竊盜,108,0210,新竹市,
9251,機車竊盜,108,0210,桃園市,
9252,機車竊盜,108,0210,屏東縣,
9253,機車竊盜,108,0210,雲林縣,
9254,機車竊盜,108,0210,新北市,
9255,機車竊盜,108,0210,台南市,安南區
9256,機車竊盜,108,0210,台南市,
9257,機車竊盜,108,0210,台中市,西屯區
9258,機車竊盜,108,0210,台南市,
9259,機車竊盜,108,0210,台北市,
9260,機車竊盜,108,0210,新北市,三重區
9261,機車竊盜,108,0210,高雄市,
9262,機車竊盜,108,0210,台中市,
9263,機車竊盜,108,0210,桃園市,
9264,機車竊盜,108,0210,新竹市,
9265,機車竊盜,108,0210,桃園市,
9266,機車竊盜,108,0210,屏東縣,
9267,機車竊盜,108,0211,新竹市,
9268,機車竊盜,108,0211,桃園市,中壢區
9269,機車竊盜,108,0211,桃園市,
9270,機車竊盜,108,0211,桃園市,
9271,機車竊盜,108,0211,高雄市,
9272,機車竊盜,108,0211,屏東縣,
9273,機車竊盜,108,0211,屏東縣,
9274,機車竊盜,108,0211,屏東縣,
9275,機車竊盜,108,0211,高雄市,
9276,機車竊盜,108,0211,新北市,樹林區
9277,機車竊盜,108,0211,高雄市,
9278,機車竊盜,108,0211,新北市,
9279,機車竊盜,108,0211,桃園市,桃園區
9280,機車竊盜,108,0211,台中市,
9281,機車竊盜,108,0211,新北市,
9282,機車竊盜,108,0211,屏東縣,
9283,機車竊盜,108,0211,宜蘭縣,宜蘭市
9284,機車竊盜,108,0211,台南市,
9285,機車竊盜,108,0212,新北市,
9286,機車竊盜,108,0212,新北市,中和區
9287,機車竊盜,108,0212,南投縣,
9288,機車竊盜,108,0212,桃園市,中壢區
9289,機車竊盜,108,0212,新竹縣,
9290,機車竊盜,108,0212,台中市,大甲區
9291,機車竊盜,108,0212,台北市,萬華區
9292,機車竊盜,108,0212,新北市,
9293,機車竊盜,108,0212,南投縣,埔里鎮
9294,機車竊盜,108,0212,台南市,
9295,機車竊盜,108,0212,新竹縣,
9296,機車竊盜,108,0212,桃園市,桃園區
9297,機車竊盜,108,0212,彰化縣,
9298,機車竊盜,108,0212,高雄市,前金區
9299,機車竊盜,108,0212,高雄市,
9300,機車竊盜,108,0213,台北市,
9301,機車竊盜,108,0213,高雄市,大樹區
9302,機車竊盜,108,0213,高雄市,苓雅區
9303,機車竊盜,108,0213,南投縣,
9304,機車竊盜,108,0213,台南市,
9305,機車竊盜,108,0213,桃園市,
9306,機車竊盜,108,0213,桃園市,
9307,機車竊盜,108,0213,屏東縣,
9308,機車竊盜,108,0213,新北市,新莊區
9309,機車竊盜,108,0213,新北市,板橋區
9310,機車竊盜,108,0213,台中市,
9311,機車竊盜,108,0213,新北市,
9312,機車竊盜,108,0213,台中市,
9313,機車竊盜,108,0213,桃園市,
9314,機車竊盜,108,0213,新竹縣,
9315,機車竊盜,108,0213,新竹市,
9316,機車竊盜,108,0213,台中市,
9317,機車竊盜,108,0214,基隆市,信義區
9318,機車竊盜,108,0214,台南市,
9319,機車竊盜,108,0214,高雄市,
9320,機車竊盜,108,0214,雲林縣,
9321,機車竊盜,108,0214,桃園市,
9322,機車竊盜,108,0214,新北市,
9323,機車竊盜,108,0214,新竹市,北區
9324,機車竊盜,108,0214,新竹縣,
9325,機車竊盜,108,0214,新北市,
9326,機車竊盜,108,0214,高雄市,內門區
9327,機車竊盜,108,0214,新竹縣,
9328,機車竊盜,108,0214,桃園市,楊梅區
9329,機車竊盜,108,0214,新北市,
9330,機車竊盜,108,0215,台中市,中區
9331,機車竊盜,108,0215,新北市,三重區
9332,機車竊盜,108,0215,台南市,新化區
9333,機車竊盜,108,0215,桃園市,
9334,機車竊盜,108,0215,高雄市,
9335,機車竊盜,108,0215,高雄市,
9336,機車竊盜,108,0215,新北市,三峽區
9337,機車竊盜,108,0215,屏東縣,
9338,機車竊盜,108,0215,桃園市,
9339,機車竊盜,108,0215,新北市,
9340,機車竊盜,108,0215,高雄市,大樹區
9341,機車竊盜,108,0215,高雄市,
9342,機車竊盜,108,0215,新北市,土城區
9343,機車竊盜,108,0215,高雄市,
9344,機車竊盜,108,0215,嘉義縣,
9345,機車竊盜,108,0215,台中市,
9346,機車竊盜,108,0215,桃園市,
9347,機車竊盜,108,0215,桃園市,桃園區
9348,機車竊盜,108,0215,新北市,淡水區
9349,機車竊盜,108,0215,金門縣,金城鎮
9350,機車竊盜,108,0215,屏東縣,
9351,機車竊盜,108,0215,彰化縣,溪湖鎮
9352,機車竊盜,108,0215,新北市,
9353,機車竊盜,108,0215,新北市,
9354,機車竊盜,108,0216,高雄市,
9355,機車竊盜,108,0216,新竹市,香山區
9356,機車竊盜,108,0216,新北市,
9357,機車竊盜,108,0216,屏東縣,
9358,機車竊盜,108,0216,桃園市,
9359,機車竊盜,108,0216,桃園市,平鎮區
9360,機車竊盜,108,0216,高雄市,
9361,機車竊盜,108,0216,屏東縣,
9362,機車竊盜,108,0216,台北市,
9363,機車竊盜,108,0216,桃園市,
9364,機車竊盜,108,0216,桃園市,
9365,機車竊盜,108,0216,高雄市,
9366,機車竊盜,108,0216,屏東縣,
9367,機車竊盜,108,0216,桃園市,
9368,機車竊盜,108,0216,高雄市,
9369,機車竊盜,108,0216,新北市,
9370,機車竊盜,108,0216,新北市,新莊區
9371,機車竊盜,108,0216,桃園市,
9372,機車竊盜,108,0216,屏東縣,
9373,機車竊盜,108,0216,彰化縣,鹿港鎮
9374,機車竊盜,108,0217,雲林縣,虎尾鎮
9375,機車竊盜,108,0217,高雄市,
9376,機車竊盜,108,0217,雲林縣,虎尾鎮
9377,機車竊盜,108,0217,桃園市,
9378,機車竊盜,108,0217,新竹縣,
9379,機車竊盜,108,0217,高雄市,
9380,機車竊盜,108,0217,台中市,
9381,機車竊盜,108,0217,台北市,
9382,機車竊盜,108,0217,花蓮縣,
9383,機車竊盜,108,0217,桃園市,
9384,機車竊盜,108,0217,彰化縣,員林市
9385,機車竊盜,108,0217,桃園市,
9386,機車竊盜,108,0217,桃園市,
9387,機車竊盜,108,0217,桃園市,
9388,機車竊盜,108,0217,台中市,南屯區
9389,機車竊盜,108,0217,桃園市,八德區
9390,機車竊盜,108,0217,台北市,北投區
9391,機車竊盜,108,0217,基隆市,
9392,機車竊盜,108,0217,屏東縣,內埔鄉
9393,機車竊盜,108,0218,新北市,樹林區
9394,機車竊盜,108,0218,高雄市,
9395,機車竊盜,108,0218,桃園市,
9396,機車竊盜,108,0218,新北市,
9397,機車竊盜,108,0218,桃園市,
9398,機車竊盜,108,0218,新北市,
9399,機車竊盜,108,0218,新北市,五股區
9400,機車竊盜,108,0218,桃園市,桃園區
9401,機車竊盜,108,0218,雲林縣,西螺鎮
9402,機車竊盜,108,0218,桃園市,
9403,機車竊盜,108,0218,新北市,
9404,機車竊盜,108,0218,桃園市,
9405,機車竊盜,108,0218,桃園市,
9406,機車竊盜,108,0218,苗栗縣,
9407,機車竊盜,108,0218,高雄市,
9408,機車竊盜,108,0218,新竹市,東區
9409,機車竊盜,108,0218,新竹縣,湖口鄉
9410,機車竊盜,108,0218,新北市,新莊區
9411,機車竊盜,108,0219,新竹縣,
9412,機車竊盜,108,0219,台北市,
9413,機車竊盜,108,0219,台東縣,太麻里鄉
9414,機車竊盜,108,0219,新北市,
9415,機車竊盜,108,0219,新北市,
