,type,年,月/日,縣市,地區
18055,住宅竊盜,107,0711,花蓮縣,花蓮市
18056,住宅竊盜,107,0711,嘉義縣,六腳鄉
18057,住宅竊盜,107,0711,台中市,大雅區
18058,住宅竊盜,107,0711,新北市,土城區
18059,住宅竊盜,107,0711,台南市,北區
18060,住宅竊盜,107,0711,新北市,新莊區
18061,住宅竊盜,107,0711,台北市,中山區
18062,住宅竊盜,107,0711,宜蘭縣,壯圍鄉
18063,住宅竊盜,107,0711,台北市,南港區
18064,住宅竊盜,107,0712,台南市,新市區
18065,住宅竊盜,107,0712,雲林縣,麥寮鄉
18066,住宅竊盜,107,0712,桃園市,龜山區
18067,住宅竊盜,107,0712,台北市,萬華區
18068,住宅竊盜,107,0712,苗栗縣,苗栗市
18069,住宅竊盜,107,0712,台北市,信義區
18070,住宅竊盜,107,0712,新北市,中和區
18071,住宅竊盜,107,0712,彰化縣,和美鎮
18072,住宅竊盜,107,0712,澎湖縣,馬公市
18073,住宅竊盜,107,0712,新北市,永和區
18074,住宅竊盜,107,0713,台南市,後壁區
18075,住宅竊盜,107,0713,台南市,佳里區
18076,住宅竊盜,107,0713,澎湖縣,馬公市
18077,住宅竊盜,107,0713,台南市,歸仁區
18078,住宅竊盜,107,0713,台南市,中西區
18079,住宅竊盜,107,0713,台中市,西區
18080,住宅竊盜,107,0713,台中市,北區
18081,住宅竊盜,107,0713,台南市,下營區
18082,住宅竊盜,107,0713,新北市,新店區
18083,住宅竊盜,107,0713,桃園市,蘆竹區
18084,住宅竊盜,107,0714,嘉義縣,溪口鄉
18085,住宅竊盜,107,0714,雲林縣,斗南鎮
18086,住宅竊盜,107,0714,桃園市,中壢區
18087,住宅竊盜,107,0714,桃園市,八德區
18088,住宅竊盜,107,0714,新北市,中和區
18089,住宅竊盜,107,0715,台南市,北區
18090,住宅竊盜,107,0715,新北市,新店區
18091,住宅竊盜,107,0715,台北市,士林區
18092,住宅竊盜,107,0715,基隆市,信義區
18093,住宅竊盜,107,0715,新北市,貢寮區
18094,住宅竊盜,107,0715,台東縣,台東市
18095,住宅竊盜,107,0716,台北市,松山區
18096,住宅竊盜,107,0716,新北市,新莊區
18097,住宅竊盜,107,0716,彰化縣,北斗鎮
18098,住宅竊盜,107,0716,新北市,土城區
18099,住宅竊盜,107,0716,新北市,中和區
18100,住宅竊盜,107,0716,台北市,中山區
18101,住宅竊盜,107,0717,台北市,北投區
18102,住宅竊盜,107,0717,台中市,南區
18103,住宅竊盜,107,0717,基隆市,信義區
18104,住宅竊盜,107,0717,南投縣,草屯鎮
18105,住宅竊盜,107,0717,台中市,南屯區
18106,住宅竊盜,107,0717,雲林縣,水林鄉
18107,住宅竊盜,107,0717,台北市,中正區
18108,住宅竊盜,107,0717,桃園市,龜山區
18109,住宅竊盜,107,0717,彰化縣,彰化市
18110,住宅竊盜,107,0718,桃園市,桃園區
18111,住宅竊盜,107,0718,南投縣,埔里鎮
18112,住宅竊盜,107,0718,澎湖縣,馬公市
18113,住宅竊盜,107,0718,台中市,西屯區
18114,住宅竊盜,107,0718,台北市,信義區
18115,住宅竊盜,107,0718,新北市,中和區
18116,住宅竊盜,107,0718,雲林縣,虎尾鎮
18117,住宅竊盜,107,0718,新北市,新莊區
18118,住宅竊盜,107,0718,桃園市,中壢區
18119,住宅竊盜,107,0719,台北市,中山區
18120,住宅竊盜,107,0719,台南市,仁德區
18121,住宅竊盜,107,0719,新北市,新店區
18122,住宅竊盜,107,0719,台南市,白河區
18123,住宅竊盜,107,0720,雲林縣,莿桐鄉
18124,住宅竊盜,107,0720,新北市,永和區
18125,住宅竊盜,107,0720,嘉義市,西區
18126,住宅竊盜,107,0720,新北市,中和區
18127,住宅竊盜,107,0720,桃園市,平鎮區
18128,住宅竊盜,107,0720,新北市,三重區
18129,住宅竊盜,107,0720,新北市,三重區
18130,住宅竊盜,107,0720,台北市,文山區
18131,住宅竊盜,107,0720,雲林縣,斗六市
18132,住宅竊盜,107,0720,苗栗縣,頭份市
18133,住宅竊盜,107,0720,新北市,永和區
18134,住宅竊盜,107,0720,苗栗縣,苗栗市
18135,住宅竊盜,107,0721,基隆市,中正區
18136,住宅竊盜,107,0721,新北市,三重區
18137,住宅竊盜,107,0721,苗栗縣,頭份市
18138,住宅竊盜,107,0721,台南市,佳里區
18139,住宅竊盜,107,0721,基隆市,暖暖區
18140,住宅竊盜,107,0721,台南市,永康區
18141,住宅竊盜,107,0721,苗栗縣,後龍鎮
18142,住宅竊盜,107,0721,宜蘭縣,頭城鎮
18143,住宅竊盜,107,0721,苗栗縣,頭屋鄉
18144,住宅竊盜,107,0722,桃園市,桃園區
18145,住宅竊盜,107,0722,新北市,新莊區
18146,住宅竊盜,107,0723,台北市,南港區
18147,住宅竊盜,107,0723,新竹縣,竹東鎮
18148,住宅竊盜,107,0723,雲林縣,虎尾鎮
18149,住宅竊盜,107,0723,雲林縣,台西鄉
18150,住宅竊盜,107,0723,宜蘭縣,頭城鎮
18151,住宅竊盜,107,0723,台南市,東山區
18152,住宅竊盜,107,0723,台北市,大同區
18153,住宅竊盜,107,0723,台南市,東區
18154,住宅竊盜,107,0724,台南市,麻豆區
18155,住宅竊盜,107,0724,新北市,板橋區
18156,住宅竊盜,107,0724,桃園市,八德區
18157,住宅竊盜,107,0724,新北市,土城區
18158,住宅竊盜,107,0724,台南市,永康區
18159,住宅竊盜,107,0724,台南市,新營區
18160,住宅竊盜,107,0725,台南市,佳里區
18161,住宅竊盜,107,0725,高雄市,岡山區
18162,住宅竊盜,107,0725,新北市,永和區
18163,住宅竊盜,107,0726,苗栗縣,竹南鎮
18164,住宅竊盜,107,0726,台南市,新營區
18165,住宅竊盜,107,0726,新北市,新店區
18166,住宅竊盜,107,0726,台北市,大同區
18167,住宅竊盜,107,0726,台北市,中山區
18168,住宅竊盜,107,0727,基隆市,七堵區
18169,住宅竊盜,107,0727,高雄市,杉林區
18170,住宅竊盜,107,0727,桃園市,龍潭區
18171,住宅竊盜,107,0727,台北市,松山區
18172,住宅竊盜,107,0728,台北市,內湖區
18173,住宅竊盜,107,0728,台北市,大安區
18174,住宅竊盜,107,0728,雲林縣,斗南鎮
18175,住宅竊盜,107,0728,新北市,三重區
18176,住宅竊盜,107,0728,彰化縣,彰化市
18177,住宅竊盜,107,0729,台中市,北區
18178,住宅竊盜,107,0729,苗栗縣,後龍鎮
18179,住宅竊盜,107,0729,苗栗縣,苗栗市
18180,住宅竊盜,107,0729,台南市,東區
18181,住宅竊盜,107,0730,苗栗縣,竹南鎮
18182,住宅竊盜,107,0730,桃園市,桃園區
18183,住宅竊盜,107,0730,台北市,北投區
18184,住宅竊盜,107,0730,新北市,汐止區
18185,住宅竊盜,107,0730,彰化縣,伸港鄉
18186,住宅竊盜,107,0731,台北市,中正區
18187,住宅竊盜,107,0731,台北市,大安區
18188,住宅竊盜,107,0731,高雄市,苓雅區
18189,住宅竊盜,107,0731,台南市,關廟區
18190,住宅竊盜,107,0731,基隆市,中山區
18191,住宅竊盜,107,0731,苗栗縣,竹南鎮
18192,住宅竊盜,107,0801,花蓮縣,鳳林鎮
18193,住宅竊盜,107,0801,苗栗縣,後龍鎮
18194,住宅竊盜,107,0801,新北市,土城區
18195,住宅竊盜,107,0801,新北市,新莊區
18196,住宅竊盜,107,0801,新竹縣,湖口鄉
18197,住宅竊盜,107,0801,新北市,樹林區
18198,住宅竊盜,107,0801,台北市,萬華區
18199,住宅竊盜,107,0802,桃園市,龜山區
18200,住宅竊盜,107,0802,台南市,安定區
18201,住宅竊盜,107,0802,新北市,板橋區
18202,住宅竊盜,107,0802,苗栗縣,後龍鎮
18203,住宅竊盜,107,0803,苗栗縣,竹南鎮
18204,住宅竊盜,107,0803,台北市,中山區
18205,住宅竊盜,107,0803,雲林縣,麥寮鄉
18206,住宅竊盜,107,0803,彰化縣,田尾鄉
18207,住宅竊盜,107,0803,桃園市,龍潭區
18208,住宅竊盜,107,0803,桃園市,桃園區
18209,住宅竊盜,107,0803,南投縣,魚池鄉
18210,住宅竊盜,107,0803,台北市,文山區
18211,住宅竊盜,107,0804,嘉義市,西區
18212,住宅竊盜,107,0804,新竹市,東區
18213,住宅竊盜,107,0804,台北市,士林區
18214,住宅竊盜,107,0804,新北市,板橋區
18215,住宅竊盜,107,0804,彰化縣,大城鄉
18216,住宅竊盜,107,0804,台南市,關廟區
18217,住宅竊盜,107,0804,台北市,北投區
18218,住宅竊盜,107,0805,苗栗縣,後龍鎮
18219,住宅竊盜,107,0805,台北市,松山區
18220,住宅竊盜,107,0805,嘉義縣,阿里山鄉
18221,住宅竊盜,107,0805,新北市,鶯歌區
18222,住宅竊盜,107,0805,高雄市,鳳山區
18223,住宅竊盜,107,0805,金門縣,金城鎮
18224,住宅竊盜,107,0805,宜蘭縣,頭城鎮
18225,住宅竊盜,107,0805,苗栗縣,竹南鎮
18226,住宅竊盜,107,0805,新北市,板橋區
18227,住宅竊盜,107,0806,花蓮縣,吉安鄉
18228,住宅竊盜,107,0806,台北市,中正區
18229,住宅竊盜,107,0806,宜蘭縣,宜蘭市
18230,住宅竊盜,107,0806,台北市,中山區
18231,住宅竊盜,107,0806,高雄市,美濃區
18232,住宅竊盜,107,0806,花蓮縣,花蓮市
18233,住宅竊盜,107,0806,台中市,豐原區
18234,住宅竊盜,107,0806,台南市,東區
18235,住宅竊盜,107,0807,苗栗縣,頭份市
18236,住宅竊盜,107,0807,高雄市,三民區
18237,住宅竊盜,107,0808,新北市,瑞芳區
18238,住宅竊盜,107,0808,台南市,北區
18239,住宅竊盜,107,0808,台北市,中山區
18240,住宅竊盜,107,0808,台北市,大安區
18241,住宅竊盜,107,0808,新北市,樹林區
18242,住宅竊盜,107,0808,新北市,土城區
18243,住宅竊盜,107,0809,基隆市,暖暖區
18244,住宅竊盜,107,0809,台北市,大安區
18245,住宅竊盜,107,0809,台南市,北區
18246,住宅竊盜,107,0809,新北市,三重區
18247,住宅竊盜,107,0809,台中市,西屯區
18248,住宅竊盜,107,0810,嘉義市,東區
18249,住宅竊盜,107,0810,新竹縣,湖口鄉
18250,住宅竊盜,107,0810,宜蘭縣,礁溪鄉
18251,住宅竊盜,107,0810,新北市,板橋區
18252,住宅竊盜,107,0811,雲林縣,麥寮鄉
18253,住宅竊盜,107,0811,新北市,新莊區
18254,住宅竊盜,107,0811,台南市,北區
18255,住宅竊盜,107,0811,台中市,北屯區
18256,住宅竊盜,107,0811,台北市,北投區
18257,住宅竊盜,107,0811,基隆市,信義區
18258,住宅竊盜,107,0812,台南市,東區
18259,住宅竊盜,107,0812,彰化縣,北斗鎮
18260,住宅竊盜,107,0812,金門縣,金寧鄉
18261,住宅竊盜,107,0812,台北市,中正區
18262,住宅竊盜,107,0812,新北市,蘆洲區
18263,住宅竊盜,107,0812,新北市,板橋區
18264,住宅竊盜,107,0813,桃園市,桃園區
18265,住宅竊盜,107,0813,基隆市,中山區
18266,住宅竊盜,107,0813,花蓮縣,秀林鄉
18267,住宅竊盜,107,0813,台北市,士林區
18268,住宅竊盜,107,0813,基隆市,中山區
18269,住宅竊盜,107,0813,新北市,三峽區
18270,住宅竊盜,107,0813,新竹縣,湖口鄉
18271,住宅竊盜,107,0813,台中市,梧棲區
18272,住宅竊盜,107,0813,屏東縣,南州鄉
18273,住宅竊盜,107,0813,台南市,後壁區
18274,住宅竊盜,107,0813,彰化縣,福興鄉
18275,住宅竊盜,107,0814,台北市,內湖區
18276,住宅竊盜,107,0814,台南市,學甲區
18277,住宅竊盜,107,0814,台中市,西屯區
18278,住宅竊盜,107,0814,新北市,三重區
18279,住宅竊盜,107,0814,台北市,文山區
18280,住宅竊盜,107,0814,台北市,萬華區
18281,住宅竊盜,107,0814,台南市,永康區
18282,住宅竊盜,107,0815,桃園市,龜山區
18283,住宅竊盜,107,0815,桃園市,平鎮區
18284,住宅竊盜,107,0815,新竹縣,竹北市
18285,住宅竊盜,107,0816,台南市,永康區
18286,住宅竊盜,107,0816,台南市,北區
18287,住宅竊盜,107,0816,新北市,汐止區
18288,住宅竊盜,107,0816,花蓮縣,花蓮市
18289,住宅竊盜,107,0816,新北市,三重區
18290,住宅竊盜,107,0816,台南市,北區
18291,住宅竊盜,107,0816,台北市,中山區
18292,住宅竊盜,107,0816,台北市,中山區
18293,住宅竊盜,107,0818,新北市,新莊區
18294,住宅竊盜,107,0818,新北市,新店區
18295,住宅竊盜,107,0818,南投縣,竹山鎮
18296,住宅竊盜,107,0819,金門縣,金湖鎮
18297,住宅竊盜,107,0819,宜蘭縣,礁溪鄉
18298,住宅竊盜,107,0819,高雄市,甲仙區
18299,住宅竊盜,107,0819,南投縣,埔里鎮
18300,住宅竊盜,107,0819,新北市,板橋區
18301,住宅竊盜,107,0820,台南市,北區
18302,住宅竊盜,107,0820,基隆市,安樂區
18303,住宅竊盜,107,0820,台北市,信義區
18304,住宅竊盜,107,0820,台南市,中西區
18305,住宅竊盜,107,0820,南投縣,南投市
18306,住宅竊盜,107,0820,台北市,大安區
18307,住宅竊盜,107,0820,新竹縣,竹北市
18308,住宅竊盜,107,0820,彰化縣,員林市
18309,住宅竊盜,107,0820,新北市,中和區
18310,住宅竊盜,107,0821,台中市,龍井區
18311,住宅竊盜,107,0821,新北市,三重區
18312,住宅竊盜,107,0821,雲林縣,土庫鎮
18313,住宅竊盜,107,0822,台南市,白河區
18314,住宅竊盜,107,0822,台北市,北投區
18315,住宅竊盜,107,0823,桃園市,龜山區
18316,住宅竊盜,107,0823,新北市,新店區
18317,住宅竊盜,107,0823,台北市,文山區
18318,住宅竊盜,107,0824,南投縣,南投市
18319,住宅竊盜,107,0824,基隆市,信義區
18320,住宅竊盜,107,0824,新北市,樹林區
18321,住宅竊盜,107,0824,新北市,瑞芳區
18322,住宅竊盜,107,0824,新北市,新莊區
18323,住宅竊盜,107,0824,高雄市,三民區
18324,住宅竊盜,107,0824,台北市,大安區
18325,住宅竊盜,107,0825,澎湖縣,馬公市
18326,住宅竊盜,107,0825,花蓮縣,花蓮市
18327,住宅竊盜,107,0825,澎湖縣,馬公市
18328,住宅竊盜,107,0825,苗栗縣,竹南鎮
18329,住宅竊盜,107,0826,新北市,永和區
18330,住宅竊盜,107,0826,新北市,三重區
18331,住宅竊盜,107,0826,台北市,松山區
18332,住宅竊盜,107,0827,台南市,中西區
18333,住宅竊盜,107,0827,南投縣,草屯鎮
18334,住宅竊盜,107,0827,台南市,東區
18335,住宅竊盜,107,0827,基隆市,中山區
18336,住宅竊盜,107,0827,新北市,中和區
18337,住宅竊盜,107,0827,新北市,鶯歌區
18338,住宅竊盜,107,0828,新北市,蘆洲區
18339,住宅竊盜,107,0828,台北市,大同區
18340,住宅竊盜,107,0828,苗栗縣,後龍鎮
18341,住宅竊盜,107,0829,花蓮縣,新城鄉
18342,住宅竊盜,107,0829,新北市,中和區
18343,住宅竊盜,107,0829,台北市,中山區
18344,住宅竊盜,107,0829,新北市,三重區
18345,住宅竊盜,107,0830,南投縣,草屯鎮
18346,住宅竊盜,107,0830,基隆市,中正區
18347,住宅竊盜,107,0830,苗栗縣,後龍鎮
18348,住宅竊盜,107,0830,台南市,南區
18349,住宅竊盜,107,0830,台北市,大同區
18350,住宅竊盜,107,0830,新竹縣,湖口鄉
18351,住宅竊盜,107,0830,台南市,北區
18352,住宅竊盜,107,0830,台北市,大安區
18353,住宅竊盜,107,0830,台北市,大安區
18354,住宅竊盜,107,0831,台北市,萬華區
18355,住宅竊盜,107,0831,台北市,中山區
18356,住宅竊盜,107,0831,彰化縣,伸港鄉
18357,住宅竊盜,107,0901,花蓮縣,吉安鄉
18358,住宅竊盜,107,0901,南投縣,水里鄉
18359,住宅竊盜,107,0901,新北市,土城區
18360,住宅竊盜,107,0901,基隆市,中正區
18361,住宅竊盜,107,0902,台北市,北投區
18362,住宅竊盜,107,0902,桃園市,龍潭區
18363,住宅竊盜,107,0902,台北市,士林區
18364,住宅竊盜,107,0902,台北市,內湖區
18365,住宅竊盜,107,0902,新北市,中和區
18366,住宅竊盜,107,0902,新北市,土城區
18367,住宅竊盜,107,0902,新北市,三峽區
18368,住宅竊盜,107,0902,宜蘭縣,礁溪鄉
18369,住宅竊盜,107,0903,台南市,六甲區
18370,住宅竊盜,107,0903,台北市,大同區
18371,住宅竊盜,107,0903,台北市,大同區
18372,住宅竊盜,107,0903,基隆市,七堵區
18373,住宅竊盜,107,0903,花蓮縣,秀林鄉
18374,住宅竊盜,107,0903,台北市,內湖區
18375,住宅竊盜,107,0903,彰化縣,福興鄉
18376,住宅竊盜,107,0904,台中市,神岡區
18377,住宅竊盜,107,0904,雲林縣,斗南鎮
18378,住宅竊盜,107,0904,台北市,北投區
18379,住宅竊盜,107,0904,台中市,北區
18380,住宅竊盜,107,0904,台南市,佳里區
18381,住宅竊盜,107,0905,苗栗縣,後龍鎮
18382,住宅竊盜,107,0905,新北市,三重區
18383,住宅竊盜,107,0905,桃園市,中壢區
18384,住宅竊盜,107,0906,新北市,新莊區
18385,住宅竊盜,107,0906,高雄市,美濃區
18386,住宅竊盜,107,0906,宜蘭縣,蘇澳鎮
18387,住宅竊盜,107,0906,台北市,士林區
18388,住宅竊盜,107,0906,彰化縣,線西鄉
18389,住宅竊盜,107,0906,雲林縣,北港鎮
18390,住宅竊盜,107,0906,台南市,中西區
18391,住宅竊盜,107,0907,彰化縣,田尾鄉
18392,住宅竊盜,107,0907,台北市,中正區
18393,住宅竊盜,107,0907,台北市,大安區
18394,住宅竊盜,107,0907,苗栗縣,頭份市
18395,住宅竊盜,107,0907,新北市,中和區
18396,住宅竊盜,107,0907,基隆市,信義區
18397,住宅竊盜,107,0908,台北市,文山區
18398,住宅竊盜,107,0909,台南市,安平區
18399,住宅竊盜,107,0909,新北市,樹林區
18400,住宅竊盜,107,0910,高雄市,鳳山區
18401,住宅竊盜,107,0910,台北市,大安區
18402,住宅竊盜,107,0910,台北市,中山區
18403,住宅竊盜,107,0910,新北市,三重區
18404,住宅竊盜,107,0910,台南市,安平區
18405,住宅竊盜,107,0910,台北市,北投區
18406,住宅竊盜,107,0911,桃園市,龍潭區
18407,住宅竊盜,107,0912,基隆市,暖暖區
18408,住宅竊盜,107,0912,台南市,永康區
18409,住宅竊盜,107,0912,台南市,永康區
18410,住宅竊盜,107,0912,台北市,萬華區
18411,住宅竊盜,107,0912,台北市,中山區
18412,住宅竊盜,107,0912,彰化縣,埔鹽鄉
18413,住宅竊盜,107,0913,新北市,中和區
18414,住宅竊盜,107,0913,嘉義市,西區
18415,住宅竊盜,107,0913,新竹縣,湖口鄉
18416,住宅竊盜,107,0914,台北市,士林區
18417,住宅竊盜,107,0915,雲林縣,北港鎮
18418,住宅竊盜,107,0915,新北市,中和區
18419,住宅竊盜,107,0915,台北市,大安區
18420,住宅竊盜,107,0915,台南市,學甲區
18421,住宅竊盜,107,0916,基隆市,中山區
18422,住宅竊盜,107,0916,台北市,萬華區
18423,住宅竊盜,107,0916,台南市,東區
18424,住宅竊盜,107,0916,台南市,東區
18425,住宅竊盜,107,0917,南投縣,南投市
18426,住宅竊盜,107,0917,台北市,大同區
18427,住宅竊盜,107,0917,新北市,汐止區
18428,住宅竊盜,107,0917,彰化縣,社頭鄉
18429,住宅竊盜,107,0917,新竹縣,關西鎮
18430,住宅竊盜,107,0918,台南市,歸仁區
18431,住宅竊盜,107,0918,台北市,南港區
18432,住宅竊盜,107,0918,新北市,三重區
18433,住宅竊盜,107,0919,新竹縣,竹東鎮
18434,住宅竊盜,107,0919,雲林縣,西螺鎮
18435,住宅竊盜,107,0919,金門縣,金城鎮
18436,住宅竊盜,107,0919,台南市,新化區
18437,住宅竊盜,107,0919,南投縣,名間鄉
18438,住宅竊盜,107,0919,新北市,土城區
18439,住宅竊盜,107,0919,基隆市,信義區
18440,住宅竊盜,107,0919,台北市,士林區
18441,住宅竊盜,107,0920,台南市,歸仁區
18442,住宅竊盜,107,0921,宜蘭縣,宜蘭市
18443,住宅竊盜,107,0921,新北市,三重區
18444,住宅竊盜,107,0921,桃園市,八德區
18445,住宅竊盜,107,0921,台南市,南區
18446,住宅竊盜,107,0922,苗栗縣,竹南鎮
18447,住宅竊盜,107,0922,台中市,北屯區
18448,住宅竊盜,107,0923,新北市,萬里區
18449,住宅竊盜,107,0923,台北市,士林區
18450,住宅竊盜,107,0924,高雄市,鳳山區
18451,住宅竊盜,107,0924,南投縣,集集鎮
18452,住宅竊盜,107,0925,高雄市,鳳山區
18453,住宅竊盜,107,0925,苗栗縣,後龍鎮
18454,住宅竊盜,107,0926,雲林縣,西螺鎮
18455,住宅竊盜,107,0927,雲林縣,斗南鎮
18456,住宅竊盜,107,0928,台南市,安南區
18457,住宅竊盜,107,0928,台北市,北投區
18458,住宅竊盜,107,0929,彰化縣,伸港鄉
18459,住宅竊盜,107,0929,台北市,中山區
18460,住宅竊盜,107,0929,澎湖縣,馬公市
18461,住宅竊盜,107,0930,台南市,仁德區
18462,強制性交,107,0701,彰化縣,大村鄉
18463,強制性交,107,0704,台中市,大肚區
18464,強制性交,107,0706,台中市,南區
18465,強制性交,107,0707,花蓮縣,花蓮市
18466,強制性交,107,0711,花蓮縣,新城鄉
18467,強制性交,107,0711,澎湖縣,湖西鄉
18468,強制性交,107,0712,屏東縣,屏東市
18469,強制性交,107,0714,台北市,中山區
18470,強制性交,107,0715,新北市,汐止區
18471,強制性交,107,0715,新北市,三重區
18472,強制性交,107,0715,南投縣,南投市
18473,強制性交,107,0715,新北市,五股區
18474,強制性交,107,0715,南投縣,名間鄉
18475,強制性交,107,0716,台中市,南屯區
18476,強制性交,107,0721,台南市,安定區
18477,強制性交,107,0721,嘉義市,西區
18478,強制性交,107,0723,台北市,萬華區
18479,強制性交,107,0725,宜蘭縣,大同鄉
18480,強制性交,107,0726,台北市,松山區
18481,強制性交,107,0731,新北市,永和區
18482,強制性交,107,0801,金門縣,金寧鄉
18483,強制性交,107,0803,台南市,南區
18484,強制性交,107,0804,高雄市,三民區
18485,強制性交,107,0804,台北市,萬華區
18486,強制性交,107,0805,嘉義市,西區
18487,強制性交,107,0807,新竹市,東區
18488,強制性交,107,0807,嘉義縣,水上鄉
18489,強制性交,107,0810,高雄市,鼓山區
18490,強制性交,107,0813,基隆市,中山區
18491,強制性交,107,0813,基隆市,仁愛區
18492,強制性交,107,0824,南投縣,仁愛鄉
18493,強制性交,107,0824,台北市,中山區
18494,強制性交,107,0829,嘉義市,西區
18495,強制性交,107,0831,南投縣,魚池鄉
18496,強制性交,107,0901,桃園市,大園區
18497,強制性交,107,0902,台中市,大甲區
18498,強制性交,107,0902,高雄市,前鎮區
18499,強制性交,107,0902,新竹市,東區
18500,強制性交,107,0906,嘉義市,東區
18501,強制性交,107,0906,高雄市,左營區
18502,強制性交,107,0907,基隆市,中正區
18503,強制性交,107,0911,彰化縣,線西鄉
18504,強制性交,107,0912,高雄市,彌陀區
18505,強制性交,107,0914,南投縣,竹山鎮
18506,強制性交,107,0915,雲林縣,古坑鄉
18507,強制性交,107,0915,新北市,瑞芳區
18508,強制性交,107,0917,台南市,中西區
18509,強制性交,107,0922,彰化縣,彰化市
18510,強盜,107,0701,基隆市,仁愛區
18511,強盜,107,0704,台中市,西屯區
18512,強盜,107,0712,台南市,永康區
18513,強盜,107,0714,新北市,三峽區
18514,強盜,107,0714,台南市,中西區
18515,強盜,107,0717,雲林縣,虎尾鎮
18516,強盜,107,0720,台中市,沙鹿區
18517,強盜,107,0729,台南市,南區
18518,強盜,107,0729,台中市,西屯區
18519,強盜,107,0731,台南市,關廟區
18520,強盜,107,0801,花蓮縣,新城鄉
18521,強盜,107,0801,新北市,板橋區
18522,強盜,107,0802,高雄市,三民區
18523,強盜,107,0802,台中市,梧棲區
18524,強盜,107,0802,高雄市,三民區
18525,強盜,107,0804,桃園市,桃園區
18526,強盜,107,0805,高雄市,鳳山區
18527,強盜,107,0807,桃園市,大園區
18528,強盜,107,0811,嘉義市,西區
18529,強盜,107,0812,南投縣,草屯鎮
18530,強盜,107,0814,台南市,新化區
18531,強盜,107,0817,南投縣,鹿谷鄉
18532,強盜,107,0817,彰化縣,員林市
18533,強盜,107,0818,桃園市,八德區
18534,強盜,107,0821,新竹市,北區
18535,強盜,107,0821,台中市,豐原區
18536,強盜,107,0823,新北市,淡水區
18537,強盜,107,0824,基隆市,仁愛區
18538,強盜,107,0825,新北市,土城區
18539,強盜,107,0827,台中市,西屯區
18540,強盜,107,0830,桃園市,中壢區
18541,強盜,107,0830,宜蘭縣,五結鄉
18542,強盜,107,0831,新北市,板橋區
18543,強盜,107,0902,彰化縣,彰化市
18544,強盜,107,0906,新北市,中和區
18545,強盜,107,0912,新北市,板橋區
18546,強盜,107,0917,桃園市,觀音區
18547,強盜,107,0917,高雄市,三民區
18548,強盜,107,0919,彰化縣,溪州鄉
18549,強盜,107,0921,新竹縣,新豐鄉
18550,強盜,107,0922,基隆市,中正區
18551,強盜,107,0925,高雄市,苓雅區
18552,強盜,107,0929,台南市,鹽水區
18553,搶奪,107,0706,台北市,中山區
18554,搶奪,107,0708,南投縣,南投市
18555,搶奪,107,0708,台中市,神岡區
18556,搶奪,107,0710,新北市,板橋區
18557,搶奪,107,0713,南投縣,埔里鎮
18558,搶奪,107,0714,台南市,鹽水區
18559,搶奪,107,0714,台南市,鹽水區
18560,搶奪,107,0714,台南市,鹽水區
18561,搶奪,107,0715,南投縣,埔里鎮
18562,搶奪,107,0716,高雄市,前鎮區
18563,搶奪,107,0721,彰化縣,彰化市
18564,搶奪,107,0722,新北市,土城區
18565,搶奪,107,0722,嘉義縣,朴子市
18566,搶奪,107,0724,高雄市,前金區
18567,搶奪,107,0724,宜蘭縣,員山鄉
18568,搶奪,107,0725,高雄市,前鎮區
18569,搶奪,107,0726,高雄市,大寮區
18570,搶奪,107,0726,新北市,淡水區
18571,搶奪,107,0728,屏東縣,萬丹鄉
18572,搶奪,107,0728,台中市,北區
18573,搶奪,107,0730,台北市,內湖區
18574,搶奪,107,0731,新北市,蘆洲區
18575,搶奪,107,0731,台東縣,東河鄉
18576,搶奪,107,0803,彰化縣,鹿港鎮
18577,搶奪,107,0812,南投縣,埔里鎮
18578,搶奪,107,0812,桃園市,桃園區
18579,搶奪,107,0813,新北市,樹林區
18580,搶奪,107,0814,新北市,新莊區
18581,搶奪,107,0817,高雄市,苓雅區
18582,搶奪,107,0817,雲林縣,虎尾鎮
18583,搶奪,107,0818,花蓮縣,花蓮市
18584,搶奪,107,0818,高雄市,三民區
18585,搶奪,107,0820,高雄市,鼓山區
18586,搶奪,107,0820,台中市,北屯區
18587,搶奪,107,0822,桃園市,中壢區
18588,搶奪,107,0823,台中市,西區
18589,搶奪,107,0827,新北市,中和區
18590,搶奪,107,0830,基隆市,仁愛區
18591,搶奪,107,0831,基隆市,仁愛區
18592,搶奪,107,0831,新北市,金山區
18593,搶奪,107,0901,台中市,南區
18594,搶奪,107,0902,新北市,淡水區
18595,搶奪,107,0904,桃園市,龜山區
18596,搶奪,107,0906,桃園市,八德區
18597,搶奪,107,0915,高雄市,前鎮區
18598,搶奪,107,0915,新北市,淡水區
18599,搶奪,107,0918,高雄市,楠梓區
18600,搶奪,107,0919,高雄市,前鎮區
18601,搶奪,107,0920,新北市,五股區
18602,搶奪,107,0921,屏東縣,東港鎮
18603,搶奪,107,0921,台南市,永康區
18604,搶奪,107,0930,新北市,三重區
18605,機車竊盜,107,0701,桃園市,龜山區
18606,機車竊盜,107,0701,台中市,
18607,機車竊盜,107,0701,嘉義縣,
18608,機車竊盜,107,0701,新北市,
18609,機車竊盜,107,0701,新北市,
18610,機車竊盜,107,0701,高雄市,
18611,機車竊盜,107,0701,台中市,太平區
18612,機車竊盜,107,0701,新北市,泰山區
18613,機車竊盜,107,0701,桃園市,
